#Bx [T], By [T], Bz [T] on 3D mesh: inmost loop vs X (horizontal transverse position), outmost loop vs Z (longitudinal position)
#0.0 #initial X position [m]
#0.0 #step of X [m]
#1 #number of points vs X
#0.0 #initial Y position [m]
#0.0 #step of Y [m]
#1 #number of points vs Y
#-2.4087762043 #initial Z position [m]
#0.0003238 #step of Z [m]
#15025 #number of points vs Z
-1.11128749717344e-05	3.954025e-06	-3.11599428116273e-05
-6.80351639789719e-05	1.289197e-05	-5.39244834078866e-05
-4.90939878243366e-05	7.885099e-06	-3.08635421583995e-05
-8.59853696035919e-06	-4.002892e-05	-5.86977898335153e-07
0.000113725349493454	2.611854e-05	-4.23311019729344e-06
4.40677804126989e-05	0.0001058533	-4.94027937203857e-05
-2.00269866019951e-05	4.327932e-05	-4.06093022642997e-05
7.77868488247147e-06	7.831911e-05	-1.23950519538586e-05
1.51474376940549e-06	4.291968e-05	-4.17150553923429e-05
-5.22922217537829e-05	2.897382e-05	-1.43024366429495e-05
-5.5638300044935e-05	-2.644895e-05	3.37865321666152e-06
5.81495821367819e-05	-2.501976e-05	-3.66055825016374e-05
3.79437106409426e-05	-2.966908e-05	-2.9137917831133e-05
3.32523392114079e-05	2.432137e-05	-3.43154160574078e-05
3.63363426347393e-06	3.4332e-05	-4.76047341355351e-05
7.32520566464335e-05	-3.539316e-05	1.7425648343232e-05
2.17687100974507e-05	5.471081e-05	-3.50515554234989e-05
-5.52853965819659e-05	4.29103e-05	-8.55843372824699e-05
-2.4489858555358e-05	8.903445e-05	-3.84497309633768e-05
-8.91803947481434e-05	1.251565e-05	-1.41336974613677e-05
-2.54186239338988e-05	-1.072651e-06	-7.75754183780068e-07
1.17248317829501e-06	2.967643e-05	-3.49788645100015e-05
-6.4446396956345e-05	8.724247e-05	-7.19328107039706e-05
-2.76085294220401e-05	-3.361369e-05	-6.23888182625187e-05
-3.22082021171901e-05	3.753962e-05	-7.65675667982615e-05
1.24039196500494e-05	5.827702e-05	-8.14700419519475e-05
-6.54229506887084e-05	2.466538e-05	-3.86185308954331e-05
-1.04249618717895e-05	4.647548e-05	-1.11458452978101e-05
-2.22417772054687e-05	2.537842e-05	2.14008250758714e-05
8.02085815620766e-05	-7.875657e-06	1.14835079752569e-06
2.32122836624971e-05	-5.543212e-05	-3.59395620097854e-05
7.31859281226102e-05	1.929678e-05	-2.5954722029839e-05
1.31419272359839e-05	5.183366e-05	8.08372067956804e-06
-1.17374554728696e-05	2.215517e-05	5.53471086914224e-05
-1.15613168995299e-05	3.645652e-05	-1.58393325474249e-05
2.23173921713554e-05	-1.32453e-05	-8.09532245273853e-05
3.52312797828276e-05	-5.737596e-06	-2.8442090974552e-05
6.20917203826651e-06	-9.671789e-06	-1.48275045631698e-06
1.02369213884208e-06	-2.790837e-05	-3.83809614989745e-05
3.42961114164034e-05	-6.044734e-05	-9.78503928293594e-05
-6.65625250123829e-06	-4.669088e-06	-8.6886955688297e-05
-5.22362370403728e-05	2.965559e-05	-6.34850085673024e-05
-6.17232998985487e-05	0.0001208322	-9.90560927687246e-05
-3.89588854612153e-05	1.763864e-06	-7.7704042405815e-05
