0	-0.005	0.0	0.005
-0.1505	1.0606601717798262e-09	-1.060660171779821e-09	1.0606601717798167e-09
-0.1495	-1.1400187894488173e-08	-1.352150823804782e-08	-1.1400187894488183e-08
-0.1485	-1.0100374466808173e-08	-1.2221694810367821e-08	-1.0100374466808183e-08
-0.1475	-8.737948423626983e-09	-1.0859268767186631e-08	-8.737948423626993e-09
-0.1465	-6.677933858321513e-09	-8.79925420188116e-09	-6.677933858321523e-09
-0.1455	-4.190057781349464e-09	-6.311378124909111e-09	-4.1900577813494736e-09
-0.1445	-1.6994167872436138e-09	-3.820737130803261e-09	-1.6994167872436234e-09
-0.1435	9.111896123294112e-10	-1.210130731230236e-09	9.111896123294017e-10
-0.1425	3.5085923218618162e-09	1.3872719783021692e-09	3.508592321861807e-09
-0.1415	5.338585995170446e-09	3.2172656516107984e-09	5.338585995170436e-09
-0.14049999999999999	6.027595702285667e-09	3.906275358726019e-09	6.027595702285657e-09
-0.13949999999999999	7.672343596090145e-09	5.551023252530499e-09	7.672343596090137e-09
-0.13849999999999998	9.133515578700068e-09	7.01219523514042e-09	9.133515578700058e-09
-0.13749999999999998	1.0191761301834577e-08	8.070440958274929e-09	1.0191761301834567e-08
-0.13649999999999998	1.1000694166711647e-08	8.879373823152e-09	1.1000694166711637e-08
-0.1355	1.1104224657107627e-08	8.982904313547979e-09	1.1104224657107617e-08
-0.1345	1.1174893673142427e-08	9.053573329582779e-09	1.1174893673142417e-08
-0.1335	1.0659205864326087e-08	8.537885520766439e-09	1.0659205864326077e-08
-0.1325	1.0741629629486407e-08	8.620309285926759e-09	1.0741629629486397e-08
-0.1315	1.0140597117081066e-08	8.019276773521419e-09	1.0140597117081057e-08
-0.1305	9.638504224950125e-09	7.517183881390477e-09	9.638504224950115e-09
-0.1295	9.059710600269186e-09	6.938390256709538e-09	9.059710600269176e-09
-0.1285	7.576206306513085e-09	5.454885962953439e-09	7.576206306513077e-09
-0.1275	6.152278489807287e-09	4.03095814624764e-09	6.152278489807277e-09
-0.1265	4.927178045806416e-09	2.8058577022467683e-09	4.927178045806406e-09
-0.1255	4.291452952884376e-09	2.170132609324729e-09	4.291452952884367e-09
-0.1245	3.7752816055948366e-09	1.6539612620351892e-09	3.775281605594827e-09
-0.1235	3.072139481139066e-09	9.50819137579419e-10	3.072139481139057e-09
-0.1225	3.0364658063887463e-09	9.151454628290989e-10	3.0364658063887364e-09
-0.1215	4.267663557472456e-09	2.146343213912809e-09	4.267663557472447e-09
-0.1205	5.703766126696896e-09	3.5824457831372487e-09	5.703766126696886e-09
-0.1195	6.512437322502137e-09	4.39111697894249e-09	6.512437322502127e-09
-0.1185	7.228304702737576e-09	5.106984359177929e-09	7.2283047027375664e-09
-0.1175	8.365292908059505e-09	6.243972564499859e-09	8.365292908059497e-09
-0.11649999999999999	9.718290328618447e-09	7.5969699850588e-09	9.718290328618437e-09
-0.11549999999999999	1.1232482437247127e-08	9.111162093687479e-09	1.1232482437247117e-08
-0.11449999999999999	1.1737018456308026e-08	9.615698112748378e-09	1.1737018456308016e-08
-0.11349999999999999	1.2384344690923126e-08	1.0263024347363479e-08	1.2384344690923116e-08
-0.11249999999999999	1.1810537862273927e-08	9.68921751871428e-09	1.1810537862273917e-08
-0.11149999999999999	1.1125305107708026e-08	9.003984764148378e-09	1.1125305107708016e-08
-0.11049999999999999	1.0894983980745807e-08	8.77366363718616e-09	1.0894983980745797e-08
-0.10949999999999999	1.0360209117603458e-08	8.23888877404381e-09	1.0360209117603448e-08
-0.10849999999999999	9.692912237281716e-09	7.571591893722069e-09	9.692912237281706e-09
-0.10749999999999998	9.207988808245107e-09	7.086668464685459e-09	9.207988808245097e-09
-0.1065	8.774964715092947e-09	6.653644371533299e-09	8.774964715092937e-09
-0.1055	8.897996258587636e-09	6.776675915027988e-09	8.897996258587626e-09
-0.1045	8.083870155471815e-09	5.962549811912169e-09	8.083870155471807e-09
-0.1035	7.878003538662606e-09	5.75668319510296e-09	7.878003538662598e-09
-0.1025	6.4631106239569565e-09	4.3417902803973095e-09	6.4631106239569466e-09
-0.10149999999999999	5.794536043106507e-09	3.6732156995468594e-09	5.794536043106497e-09
-0.10049999999999999	5.744921510721227e-09	3.6236011671615796e-09	5.744921510721217e-09
-0.09949999999999999	5.124205824259956e-09	3.0028854807003088e-09	5.124205824259946e-09
-0.09849999999999999	3.740624863847596e-09	1.6193045202879489e-09	3.740624863847586e-09
-0.0975	2.855378259091066e-09	7.34057915531419e-10	2.855378259091057e-09
-0.0965	1.8839627224280455e-09	-2.3735762113160194e-10	1.8839627224280356e-09
-0.0955	1.943505382411137e-09	-1.7781496114851009e-10	1.943505382411128e-09
-0.0945	2.418097116892306e-09	2.9677677333265896e-10	2.4180971168922967e-09
-0.0935	2.1951258867185163e-09	7.380554315886892e-11	2.1951258867185064e-09
-0.0925	2.407610068731876e-09	2.862897251722289e-10	2.4076100687318666e-09
-0.0915	2.6451984558904762e-09	5.23878112330829e-10	2.6451984558904667e-09
-0.0905	3.2075035906646566e-09	1.0861832471050092e-09	3.2075035906646467e-09
-0.0895	4.345101764867546e-09	2.2237814213078988e-09	4.345101764867536e-09
-0.0885	5.012866353228256e-09	2.891546009668609e-09	5.0128663532282464e-09
-0.0875	6.303301146444587e-09	4.181980802884939e-09	6.303301146444577e-09
-0.0865	7.335207018140246e-09	5.213886674580599e-09	7.335207018140236e-09
-0.08549999999999999	8.049348591253465e-09	5.928028247693819e-09	8.049348591253457e-09
-0.08449999999999999	7.811120904953477e-09	5.689800561393829e-09	7.811120904953467e-09
-0.08349999999999999	7.584882747745236e-09	5.463562404185588e-09	7.584882747745226e-09
-0.08249999999999999	7.172289991049096e-09	5.050969647489448e-09	7.172289991049086e-09
-0.08149999999999999	6.494628922303207e-09	4.373308578743559e-09	6.494628922303197e-09
-0.08049999999999999	5.932482911728957e-09	3.81116256816931e-09	5.932482911728947e-09
-0.07949999999999999	4.647065745701366e-09	2.525745402141719e-09	4.647065745701357e-09
-0.07849999999999999	3.966221626715417e-09	1.8449012831557693e-09	3.966221626715407e-09
-0.0775	4.214425173236636e-09	2.0931048296769892e-09	4.214425173236627e-09
-0.0765	4.246114753557596e-09	2.124794409997949e-09	4.246114753557587e-09
-0.0755	4.6373591515756665e-09	2.516038808016019e-09	4.6373591515756566e-09
-0.0745	4.7771909010328665e-09	2.655870557473219e-09	4.777190901032857e-09
-0.0735	5.833939618259256e-09	3.7126192746996087e-09	5.833939618259246e-09
-0.0725	6.154232002457537e-09	4.032911658897889e-09	6.154232002457527e-09
-0.0715	6.5313251688169065e-09	4.4100048252572595e-09	6.531325168816897e-09
-0.0705	5.691439982223736e-09	3.570119638664089e-09	5.6914399822237265e-09
-0.06949999999999999	5.205761056702306e-09	3.0844407131426583e-09	5.205761056702296e-09
-0.06849999999999999	4.619103422619366e-09	2.497783079059719e-09	4.619103422619357e-09
-0.06749999999999999	3.972912526383067e-09	1.8515921828234193e-09	3.972912526383057e-09
-0.06649999999999999	2.987597563762626e-09	8.66277220202979e-10	2.987597563762617e-09
-0.06549999999999999	2.129531480242606e-09	8.211136682959036e-12	2.129531480242597e-09
-0.06449999999999999	1.010384303727763e-09	-1.1109360398318843e-09	1.0103843037277534e-09
-0.06349999999999999	1.1564564785003453e-09	-9.648638650593019e-10	1.1564564785003358e-09
-0.0625	1.9434553153326912e-10	-1.926974812026378e-09	1.943455315332596e-10
-0.0615	-1.1399205941077542e-09	-3.2612409376674014e-09	-1.1399205941077637e-09
-0.0605	-2.163316872467884e-09	-4.284637216027531e-09	-2.163316872467893e-09
-0.0595	-4.215854528306783e-09	-6.337174871866431e-09	-4.215854528306793e-09
-0.058499999999999996	-6.943147703493285e-09	-9.064468047052933e-09	-6.943147703493295e-09
-0.057499999999999996	-9.904813457052473e-09	-1.2026133800612121e-08	-9.904813457052483e-09
-0.056499999999999995	-1.2444138432095173e-08	-1.4565458775654821e-08	-1.2444138432095183e-08
-0.055499999999999994	-1.2973712188803075e-08	-1.5095032532362723e-08	-1.2973712188803085e-08
-0.05449999999999999	-1.3313627204576573e-08	-1.543494754813622e-08	-1.3313627204576583e-08
-0.05349999999999999	-1.3373312207433274e-08	-1.549463255099292e-08	-1.3373312207433284e-08
-0.05249999999999999	-1.3953798842526572e-08	-1.6075119186086218e-08	-1.3953798842526582e-08
-0.05149999999999999	-1.4541255005657974e-08	-1.666257534921762e-08	-1.4541255005657984e-08
-0.05049999999999999	-1.4447284843117774e-08	-1.656860518667742e-08	-1.4447284843117784e-08
-0.04949999999999999	-1.4639395418371175e-08	-1.676071576193082e-08	-1.4639395418371185e-08
-0.04849999999999999	-1.6181763378887574e-08	-1.830308372244722e-08	-1.6181763378887584e-08
-0.04749999999999999	-1.8252401622671673e-08	-2.037372196623132e-08	-1.8252401622671683e-08
