0	-1.2460848066268e-05
1	-1.1161034638588e-05
2	-9.79860859540681e-06
3	-7.73859403010134e-06
4	-5.25071795312929e-06
5	-2.76007695902344e-06
6	-1.49470559450415e-07
7	2.44793215008199e-06
8	4.27792582339062e-06
9	4.96693553050584e-06
10	6.61168342431032e-06
11	8.07285540692024e-06
12	9.13110113005475e-06
13	9.94003399493182e-06
14	1.00435644853278e-05
15	1.01142335013626e-05
16	9.59854569254626e-06
17	9.68096945770658e-06
18	9.07993694530124e-06
19	8.5778440531703e-06
20	7.99905042848936e-06
21	6.51554613473326e-06
22	5.09161831802746e-06
23	3.86651787402659e-06
24	3.23079278110455e-06
25	2.71462143381501e-06
26	2.01147930935924e-06
27	1.97580563460892e-06
28	3.20700338569263e-06
29	4.64310595491707e-06
30	5.45177715072231e-06
31	6.16764453095775e-06
32	7.30463273627968e-06
33	8.65763015683862e-06
34	1.01718222654673e-05
35	1.06763582845282e-05
36	1.13236845191433e-05
37	1.07498776904941e-05
38	1.00646449359282e-05
39	9.83432380896598e-06
40	9.29954894582363e-06
41	8.63225206550189e-06
42	8.14732863646528e-06
43	7.71430454331312e-06
44	7.83733608680781e-06
45	7.02320998369199e-06
46	6.81734336688278e-06
47	5.40245045217713e-06
48	4.73387587132668e-06
49	4.6842613389414e-06
50	4.06354565248013e-06
51	2.67996469206777e-06
52	1.79471808731124e-06
53	8.23302550648219e-07
54	8.82845210631311e-07
55	1.35743694511248e-06
56	1.13446571493869e-06
57	1.34694989695205e-06
58	1.58453828411065e-06
59	2.14684341888483e-06
60	3.28444159308772e-06
61	3.95220618144843e-06
62	5.24264097466476e-06
63	6.27454684636042e-06
64	6.98868841947364e-06
65	6.75046073317365e-06
66	6.52422257596541e-06
67	6.11162981926927e-06
68	5.43396875052338e-06
69	4.87182273994913e-06
70	3.58640557392154e-06
71	2.90556145493559e-06
72	3.15376500145681e-06
73	3.18545458177777e-06
74	3.57669897979584e-06
75	3.71653072925304e-06
76	4.77327944647943e-06
77	5.09357183067771e-06
78	5.47066499703708e-06
79	4.63077981044391e-06
80	4.14510088492248e-06
81	3.55844325083954e-06
82	2.91225235460324e-06
83	1.9269373919828e-06
84	1.06887130846278e-06
85	-5.02758680520632e-08
86	9.57963067205192e-08
87	-8.66314640246557e-07
88	-2.20058076588758e-06
89	-3.22397704424771e-06
90	-5.27651470008661e-06
91	-8.00380787527311e-06
92	-1.09654736288323e-05
93	-1.3504798603875e-05
94	-1.40343723605829e-05
95	-1.43742873763564e-05
96	-1.44339723792131e-05
97	-1.50144590143064e-05
98	-1.56019151774378e-05
99	-1.55079450148976e-05
100	-1.5700055590151e-05
101	-1.72424235506674e-05
102	-1.93130617944515e-05
103	-2.16276528032799e-05
104	-2.42279486428743e-05
105	-2.72102042961908e-05
106	-2.9415410996797e-05
107	-3.26582295619438e-05
108	-3.55062903930059e-05
109	-3.80653268084175e-05
110	-4.07940083772818e-05
111	-4.30685742524306e-05
112	-4.38602998374671e-05
113	-4.44433967862756e-05
114	-4.4983246336866e-05
115	-4.42644326443253e-05
116	-4.28894094476606e-05
117	-3.90483000698161e-05
118	-3.51839974175316e-05
119	-3.08745306482061e-05
120	-2.71473318362858e-05
121	-2.42827359736297e-05
122	-2.11575809692388e-05
123	-1.90049076493615e-05
124	-1.73972264239097e-05
125	-1.54829839536519e-05
126	-1.34189631498527e-05
127	-1.16333498407784e-05
128	-1.09349661054914e-05
129	-1.08863369402135e-05
130	-1.11699569249057e-05
131	-1.15188902236329e-05
132	-1.1766237250771e-05
133	-1.00342013381882e-05
134	-9.59652206811157e-06
135	-8.56854194000722e-06
136	-7.83013970398483e-06
137	-6.39039702721167e-06
138	-5.37563182761991e-06
139	-4.81046494010817e-06
140	-4.55962011705613e-06
141	-5.49469069455188e-06
142	-5.37760625929362e-06
143	-4.27233264849169e-06
144	-2.78513861667884e-06
145	-1.7017625021376e-06
146	-9.13912227118452e-07
147	-4.16665297736651e-07
148	-1.54853547063016e-06
149	-1.84398275310249e-06
150	-1.48017340287354e-06
151	-1.33498992821446e-06
152	-1.10713108811278e-06
153	-1.86151522515998e-06
154	-2.99462093283909e-06
155	-4.37957438823022e-06
156	-4.43605001915204e-06
157	-4.12262783719419e-06
158	-4.99419410460167e-06
159	-5.66153800063418e-06
160	-7.08986162206715e-06
161	-8.66653331596523e-06
162	-9.50175434677458e-06
163	-8.54948222947516e-06
164	-8.27654406276856e-06
165	-7.1003031961725e-06
166	-5.67152589620035e-06
167	-4.39324801326801e-06
168	-3.31057498190179e-06
169	-2.10888182028413e-06
170	3.22986869499831e-07
171	3.5603502347159e-06
172	6.27175783873835e-06
173	8.15435632792183e-06
174	9.26168943107819e-06
175	1.02593312934496e-05
176	1.06966531429054e-05
177	1.12011566233416e-05
178	1.15819737950551e-05
179	1.2521300467444e-05
180	1.34391961996438e-05
181	1.36035509667454e-05
182	1.28016518265717e-05
183	1.15595162532012e-05
184	8.75102547021056e-06
185	6.5756577837528e-06
186	5.24438858284793e-06
187	4.34819033939826e-06
188	3.10929927460624e-06
189	1.43774869254543e-06
190	7.36735646739151e-07
191	6.32054273419502e-07
192	6.58429125027782e-07
193	5.97048503359066e-07
194	8.37497793032549e-07
195	1.55735946152924e-06
196	3.1432797256703e-06
197	4.25800188505465e-06
198	4.49209965547315e-06
199	4.59954383544292e-06
200	4.53653563961542e-06
201	5.11674003209062e-06
202	4.3018190597488e-06
203	2.80739851885037e-06
204	5.46034621934366e-07
205	-2.14851933574844e-06
206	-3.69867964297721e-06
207	-4.29753217220941e-06
208	-4.36939904654987e-06
209	-4.55580530639432e-06
210	-5.15854557592288e-06
211	-4.84181739643375e-06
212	-3.90855456000594e-06
213	-2.89509377579544e-06
214	-2.13494133691206e-06
215	-1.24530645367882e-06
216	-1.91734586818537e-07
217	1.39399255222328e-06
218	2.89372366812923e-06
219	4.55593788173392e-06
220	6.24341139668361e-06
221	7.40088416603668e-06
222	8.24539322563655e-06
223	8.61293936077479e-06
224	8.80415377288446e-06
225	8.58129807942976e-06
226	8.97759764745265e-06
227	9.48624159327616e-06
228	9.75571611627757e-06
229	9.29247116493448e-06
230	8.55658710408047e-06
231	7.49510804801123e-06
232	6.42204186021567e-06
233	6.2293601539587e-06
234	7.34466495834474e-06
235	8.15085538549698e-06
236	9.30712763012875e-06
237	9.93264163652585e-06
238	1.0473854431689e-05
239	1.17501867920866e-05
240	1.19960232436295e-05
241	1.28417120616869e-05
242	1.36795652711103e-05
243	1.50315253127503e-05
244	1.60768317103432e-05
245	1.62570210704149e-05
246	1.49215937489122e-05
247	1.4283013851174e-05
248	1.35310425654206e-05
249	1.33274048292192e-05
250	1.29081226630107e-05
251	1.20825151699866e-05
252	1.1073865202757e-05
253	1.08964193634015e-05
254	1.13047213367301e-05
255	1.1402278557171e-05
256	1.10905622084101e-05
257	1.14373405569468e-05
258	1.1774345618859e-05
259	1.23139398262029e-05
260	1.27434493604611e-05
261	1.46501641527796e-05
262	1.62506712168414e-05
263	1.63411879825492e-05
264	1.56545622959775e-05
265	1.48686057525049e-05
266	1.39424270303862e-05
267	1.20867652240314e-05
268	1.12229898438787e-05
269	1.04897674831628e-05
270	8.80606181798138e-06
271	6.26080027373022e-06
272	3.30154069207167e-06
273	7.9480466402132e-07
274	-1.74125580323231e-06
275	-3.70152495308973e-06
276	-5.5599232795106e-06
277	-7.9444075269941e-06
278	-1.05123040238381e-05
279	-1.15853086824075e-05
280	-1.23854869987852e-05
281	-1.33576073863481e-05
282	-1.56808078423873e-05
283	-1.50059292813379e-05
284	-1.41201822015588e-05
285	-1.35634800186094e-05
286	-1.28951057319533e-05
287	-1.33333785916137e-05
288	-1.39829874315003e-05
289	-1.35313240026899e-05
290	-1.3293149640211e-05
291	-1.38225952629155e-05
292	-1.56144947068698e-05
293	-1.73750513921597e-05
294	-1.87971716559439e-05
295	-2.15884647525987e-05
296	-2.48452428538212e-05
297	-2.87638543817687e-05
298	-3.26406840091857e-05
299	-3.67954859927636e-05
