0	1.55591637390298e-05
1	1.47764072091685e-05
2	1.49677437449088e-05
3	1.57239255461523e-05
4	1.65431942918959e-05
5	1.71762811402958e-05
6	1.77291567286329e-05
7	1.82500311733304e-05
8	1.82373540698853e-05
9	1.66258144929671e-05
10	1.38350909963773e-05
11	1.10946016129987e-05
12	8.16525385488945e-06
13	6.2006947132362e-06
14	4.77431065833839e-06
15	2.78572763958915e-06
16	6.69561085547832e-07
17	-8.14084096086021e-07
18	-2.30836351847175e-06
19	-3.4479433157486e-06
20	-4.12100014279132e-06
21	-4.91097117543207e-06
22	-5.63630411034438e-06
23	-5.34770716506539e-06
24	-4.39139907804781e-06
25	-3.77685910855213e-06
26	-4.33532703678075e-06
27	-4.92655316375323e-06
28	-5.82304831137082e-06
29	-6.36008382244591e-06
30	-6.18369156062809e-06
31	-5.79316391042389e-06
32	-4.95605377724001e-06
33	-4.12917458736395e-06
34	-4.29010028792781e-06
35	-5.04191534695525e-06
36	-5.79121475332428e-06
37	-6.39535401680824e-06
38	-6.94894916802857e-06
39	-7.5366267585017e-06
40	-8.20552386059797e-06
41	-9.15703806757956e-06
42	-1.04310774935445e-05
43	-1.17905607735017e-05
44	-1.29794170633177e-05
45	-1.37360860397173e-05
46	-1.368031790034e-05
47	-1.31080983636275e-05
48	-1.22240236689816e-05
49	-1.12669255765765e-05
50	-1.06525213675393e-05
51	-1.02750638438509e-05
52	-9.48884132832839e-06
53	-8.02142766469227e-06
54	-6.9434822175668e-06
55	-6.43217487233949e-06
56	-6.04698603541565e-06
57	-5.96638163395669e-06
58	-6.0189631160279e-06
59	-5.38156745064078e-06
60	-4.89091712753409e-06
61	-4.34812015744079e-06
62	-3.54932007193276e-06
63	-1.54959592342518e-06
64	1.75418771475311e-06
65	5.36738074845278e-06
66	8.83702256256058e-06
67	1.11205170212209e-05
68	1.29567574675971e-05
69	1.4752251724065e-05
70	1.66785220920007e-05
71	1.8447630352067e-05
72	1.93557027639429e-05
73	2.04753800664981e-05
74	2.05829924776746e-05
75	2.0927184694583e-05
76	2.07444408934221e-05
77	1.93972847295915e-05
78	1.81560543375536e-05
79	1.6973902330894e-05
80	1.61748958023844e-05
81	1.52631913238749e-05
82	1.51612849463717e-05
83	1.52939871999741e-05
84	1.52432730939345e-05
85	1.56085071166406e-05
86	1.55487682356042e-05
87	1.56301498974443e-05
88	1.549291002792e-05
